cv_id,job_id,cv_text,job_text,label,auto_label
205,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
308,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
303,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
100,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
107,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
103,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
107,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
300,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
206,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
308,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
106,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
301,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
303,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
102,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
302,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
306,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
308,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
103,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
204,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
208,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
208,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
304,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
107,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
109,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
209,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
107,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
106,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
308,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
203,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
301,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
308,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
208,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
307,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
304,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
105,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
207,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
105,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
103,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
104,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
208,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
206,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
307,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
204,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
107,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
304,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
100,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
109,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
203,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
308,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
306,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
203,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
100,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
306,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
107,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
303,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
108,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
106,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
203,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
302,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
300,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
106,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
106,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
105,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
101,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
300,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
106,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
101,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
200,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
209,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
308,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
102,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
301,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
209,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
307,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
200,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
109,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
106,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
201,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
109,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
101,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
200,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
209,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
300,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
307,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
202,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
309,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
302,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
300,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
301,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
301,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
107,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
304,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
209,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
106,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
203,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
101,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
107,1,Senior Python Developer with 5 years experience... Python FastAPI Docker PostgreSQL AWS Leadership English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
301,1,Data Science specialist with ML expertise... Python Pandas Scikit-learn TensorFlow SQL Problem Solving English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
200,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,1,1
200,1,Full-stack developer with React and Node.js expertise... JavaScript React Next.js Node.js MongoDB Communication French English,Senior Python Developer We need an experienced Python developer for our backend team,0,1
